roll_year,county_name,municipality_name,municipality_code,roll_section,property_class,property_class_description,fmv,ctv,av,n
2025,Fulton,Perth,173600,1,100,Agricultural,76471,11923,26000,1
2025,Fulton,Perth,173600,1,105,Agricultural Vacant Land (Productive),4128322,1037096,1403630,76
2025,Fulton,Perth,173600,1,112,"Dairy Products: milk, butter and cheese",4672704,1305852,1588720,14
2025,Fulton,Perth,173600,1,113,"Cattle, Calves, Hogs",1448382,447638,492450,6
2025,Fulton,Perth,173600,1,116,"Other Livestock: donkeys, goats",1350588,414200,459200,5
2025,Fulton,Perth,173600,1,117,Horse Farms,662941,225400,225400,1
2025,Fulton,Perth,173600,1,120,Field Crops,491765,146969,167200,2
2025,Fulton,Perth,173600,1,184,"Livestock: deer, moose, llamas, buffalo, etc.",322941,109800,109800,1
2025,Fulton,Perth,173600,1,210,One Family Year-Round Residence,270412231,89314053,91940156,1024
2025,Fulton,Perth,173600,1,215,One Family Year-Round Residence with Accessory Apartment,438529,149100,149100,1
2025,Fulton,Perth,173600,1,220,Two Family Year-Round Residence,1205293,409800,409800,5
2025,Fulton,Perth,173600,1,230,Three Family Year-Round Residence,1295883,433460,440600,4
2025,Fulton,Perth,173600,1,240,Rural Residence with Acreage,11662058,3500755,3965100,40
2025,Fulton,Perth,173600,1,241,"Primarily residential, also used in agricultural production",1027353,281727,349300,4
2025,Fulton,Perth,173600,1,260,Seasonal Residences,106471,36200,36200,1
2025,Fulton,Perth,173600,1,270,Mobile Home,9985247,3238722,3394985,77
2025,Fulton,Perth,173600,1,271,Multiple Mobile Homes,258235,87800,87800,2
2025,Fulton,Perth,173600,1,280,Residential - Multi_Purpose/Multi-Structure,1817647,610860,618000,5
2025,Fulton,Perth,173600,1,281,Multiple Residences,1070147,246662,363850,3
2025,Fulton,Perth,173600,1,283,Residence with Incidental Commercial Use,1085883,369200,369200,3
2025,Fulton,Perth,173600,1,310,Residential,2353,800,800,1
2025,Fulton,Perth,173600,1,311,Residential Vacant Land,7019279,2358435,2386552,233
2025,Fulton,Perth,173600,1,312,Residential Land Including a Small Improvement,3444117,1070043,1171000,32
2025,Fulton,Perth,173600,1,314,Rural Vacant Lots of 10 Acres or less,1191473,389109,405100,41
2025,Fulton,Perth,173600,1,320,Rural,8235,2800,2800,1
2025,Fulton,Perth,173600,1,321,Abandoned Agricultural Land,697354,205376,237100,17
2025,Fulton,Perth,173600,1,322,Residential Vacant Land Over 10 Acres,2218234,729198,754200,36
2025,Fulton,Perth,173600,1,323,Other Rural Vacant Lands,597647,186785,203200,16
2025,Fulton,Perth,173600,1,330,Vacant Land Located in Commercial Areas,730589,248400,248400,11
2025,Fulton,Perth,173600,1,331,Commercial Vacant with minor improvements,440735,149850,149850,3
2025,Fulton,Perth,173600,1,411,Apartments,454118,154400,154400,1
2025,Fulton,Perth,173600,1,416,Mobile Home Parks,10350588,3479659,3519200,10
2025,Fulton,Perth,173600,1,418,"Inns, Lodges, Boarding Houses, Tourist Homes, Fraternity and Sorority Homes",808824,275000,275000,1
2025,Fulton,Perth,173600,1,421,Restaurants,4106765,1396300,1396300,5
2025,Fulton,Perth,173600,1,422,Diners and Luncheonettes,223529,76000,76000,1
2025,Fulton,Perth,173600,1,423,"Snack Bars, Drive-Ins, Ice Cream Bars",325294,110600,110600,1
2025,Fulton,Perth,173600,1,425,Bar,252647,64425,85900,1
2025,Fulton,Perth,173600,1,430,Motor Vehicle Services,527353,179300,179300,2
2025,Fulton,Perth,173600,1,431,Auto Dealers - Sales and Service,7027352,2389300,2389300,7
2025,Fulton,Perth,173600,1,432,Service and Gas Stations,1000000,340000,340000,3
2025,Fulton,Perth,173600,1,433,"Auto Body, Tire Shops, Other Related Auto Sales",1711177,581800,581800,5
2025,Fulton,Perth,173600,1,440,"Storage, Warehouse and Distribution Facilities",439118,149300,149300,2
2025,Fulton,Perth,173600,1,441,Fuel Storage and Distribution Facilities,514706,175000,175000,1
2025,Fulton,Perth,173600,1,442,Mini Warehouse (Self-Service Storage),340294,115700,115700,1
2025,Fulton,Perth,173600,1,447,Trucking Terminals,622647,211700,211700,1
2025,Fulton,Perth,173600,1,449,"Other Storage, Warehouse and Distribution Facilities",2109412,717200,717200,5
2025,Fulton,Perth,173600,1,452,Area of Neighborhood Shopping Centers,633235,215300,215300,1
2025,Fulton,Perth,173600,1,453,Large Retail Outlets,398235,135400,135400,1
2025,Fulton,Perth,173600,1,457,Small Retail,837647,284800,284800,2
2025,Fulton,Perth,173600,1,462,Drive-In Branch Bank,302059,102700,102700,1
2025,Fulton,Perth,173600,1,473,Greenhouses,57413823,19520700,19520700,3
2025,Fulton,Perth,173600,1,483,Converted Residence,940881,319900,319900,4
2025,Fulton,Perth,173600,1,484,One Story Small Structure,4943530,1680800,1680800,17
2025,Fulton,Perth,173600,1,486,Minimart,593824,201900,201900,1
2025,Fulton,Perth,173600,1,515,"Radio, T.V. and Motion Picture Studios",338235,115000,115000,1
2025,Fulton,Perth,173600,1,542,Ice or Roller Skating Rinks,877647,298400,298400,1
2025,Fulton,Perth,173600,1,544,Health Spas,411765,140000,140000,1
2025,Fulton,Perth,173600,1,615,Other Educational Facilities,352941,120000,120000,1
2025,Fulton,Perth,173600,1,690,Miscellaneous,129706,44100,44100,1
2025,Fulton,Perth,173600,1,878,Electric Power Generation Facility - Solar,15087476,3510170,5129742,4
2025,Fulton,Perth,173600,1,910,Private Wild and Forest Lands except for Private Hunting and Fishing Clubs,116764,39700,39700,5
2025,Fulton,Perth,173600,5,861,Electric and Gas,9554391,3248493,3248493,3
2025,Fulton,Perth,173600,5,866,Telephone,401802,136613,136613,6
2025,Fulton,Perth,173600,5,869,Television,209074,71085,71085,1
2025,Fulton,Perth,173600,6,822,Water Supply,757059,257400,257400,1
2025,Fulton,Perth,173600,6,831,Telephone Facility,134788,45828,45828,6
2025,Fulton,Perth,173600,6,882,Electric Transmission,1600001,544000,544000,12
2025,Fulton,Perth,173600,6,884,Electric Distribution (Outside Plant Property),2033235,691300,691300,4
2025,Fulton,Perth,173600,6,885,Gas Distribution (Outside Plant Property),134117,45600,45600,2
2025,Fulton,Perth,173600,8,210,One Family Year-Round Residence,8806176,0,2994100,3
2025,Fulton,Perth,173600,8,220,Two Family Year-Round Residence,304118,0,103400,1
2025,Fulton,Perth,173600,8,311,Residential Vacant Land,222941,0,75800,4
2025,Fulton,Perth,173600,8,314,Rural Vacant Lots of 10 Acres or less,52353,0,17800,2
2025,Fulton,Perth,173600,8,321,Abandoned Agricultural Land,133236,0,45300,4
2025,Fulton,Perth,173600,8,330,Vacant Land Located in Commercial Areas,64412,0,21900,3
2025,Fulton,Perth,173600,8,437,Parking Garage,141176,0,48000,1
2025,Fulton,Perth,173600,8,438,Parking Lot,212353,0,72200,1
2025,Fulton,Perth,173600,8,464,Office Building,669118,0,227500,1
2025,Fulton,Perth,173600,8,485,One Story Small Structure - Multi occupant,322059,0,109500,1
2025,Fulton,Perth,173600,8,612,Schools,18871235,0,6416220,1
2025,Fulton,Perth,173600,8,620,Religious,1470588,0,500000,1
2025,Fulton,Perth,173600,8,641,Hospitals,2140294,0,727700,2
2025,Fulton,Perth,173600,8,642,All Other Health Facilities,1020588,0,347000,2
2025,Fulton,Perth,173600,8,650,Government,481883,0,163840,2
2025,Fulton,Perth,173600,8,651,Highway Garage,911765,0,310000,3
2025,Fulton,Perth,173600,8,660,Protection,2415000,0,821100,1
2025,Fulton,Perth,173600,8,695,Cemeteries,46412,0,15780,3
2025,Fulton,Stratford,173800,1,100,Agricultural,148362,95100,95100,1
2025,Fulton,Stratford,173800,1,210,One Family Year-Round Residence,42910872,26676705,27505872,199
2025,Fulton,Stratford,173800,1,220,Two Family Year-Round Residence,170047,109000,109000,1
2025,Fulton,Stratford,173800,1,240,Rural Residence with Acreage,2961155,1607938,1898100,14
2025,Fulton,Stratford,173800,1,242,Recreational use,16418451,10281056,10524225,73
2025,Fulton,Stratford,173800,1,260,Seasonal Residences,33606002,21468673,21541445,199
2025,Fulton,Stratford,173800,1,270,Mobile Home,2645241,1612700,1695600,49
2025,Fulton,Stratford,173800,1,280,Residential - Multi_Purpose/Multi-Structure,4166070,2654485,2670450,16
2025,Fulton,Stratford,173800,1,283,Residence with Incidental Commercial Use,1012871,604030,649250,3
2025,Fulton,Stratford,173800,1,311,Residential Vacant Land,101404,65000,65000,4
2025,Fulton,Stratford,173800,1,312,Residential Land Including a Small Improvement,4162140,2667933,2667933,71
2025,Fulton,Stratford,173800,1,314,Rural Vacant Lots of 10 Acres or less,2888136,1851300,1851300,152
2025,Fulton,Stratford,173800,1,322,Residential Vacant Land Over 10 Acres,12126680,7703263,7773200,152
2025,Fulton,Stratford,173800,1,421,Restaurants,312012,200000,200000,1
2025,Fulton,Stratford,173800,1,483,Converted Residence,290952,178567,186500,1
2025,Fulton,Stratford,173800,1,484,One Story Small Structure,136349,87400,87400,1
2025,Fulton,Stratford,173800,1,582,Camping Facilities,150234,96300,96300,1
2025,Fulton,Stratford,173800,1,910,Private Wild and Forest Lands except for Private Hunting and Fishing Clubs,261182,167418,167418,3
2025,Fulton,Stratford,173800,1,912,Forest Land under Section 480-a of the Real Property Tax Law,321060,205800,205800,4
2025,Fulton,Stratford,173800,1,940,Reforested Land and Other Related Conservation Purposes,299064,0,191700,2
2025,Fulton,Stratford,173800,1,972,"Land Under Water, Either Privately of Governmentally Owned (other than residential - more property classified as code 315)",40094,25700,25700,1
2025,Fulton,Stratford,173800,3,931,State Owned Land (Forest Preserve) in the Adirondack or Catskill Parks Taxable under Section 532-a of the Real Property Tax Law,30292987,19417800,19417800,174
2025,Fulton,Stratford,173800,3,991,"Adirondack Park Aggregate Additional Assessments (Real Property Tax Law, Section 542(3))",34687488,11117340,22234680,3
2025,Fulton,Stratford,173800,3,993,"Transition Assessments for Taxable State Owned Land (Real Property Tax Law, Section 545)",371794,0,238320,4
2025,Fulton,Stratford,173800,5,861,Electric and Gas,1785154,1144284,1144284,1
2025,Fulton,Stratford,173800,5,866,Telephone,728150,466744,466744,2
2025,Fulton,Stratford,173800,6,836,Telephone Outside Plant,217199,139224,139224,4
2025,Fulton,Stratford,173800,6,874,Electric Power Generation Facility - Hydro,764472,490026,490026,3
2025,Fulton,Stratford,173800,8,283,Residence with Incidental Commercial Use,589236,0,377700,1
2025,Fulton,Stratford,173800,8,314,Rural Vacant Lots of 10 Acres or less,19033,0,12200,2
2025,Fulton,Stratford,173800,8,330,Vacant Land Located in Commercial Areas,23401,0,15000,1
2025,Fulton,Stratford,173800,8,331,Commercial Vacant with minor improvements,26521,0,17000,1
2025,Fulton,Stratford,173800,8,591,Playgrounds,32293,0,20700,1
2025,Fulton,Stratford,173800,8,651,Highway Garage,288612,0,185000,1
2025,Fulton,Stratford,173800,8,652,Office Building,382215,0,245000,1
2025,Fulton,Stratford,173800,8,662,"Police and Fire Protection, Electrical Signal Equipment and Other Facilities for Fire, Police, Civil Defense, etc.",274103,0,175700,1
2025,Fulton,Stratford,173800,8,695,Cemeteries,56163,0,36000,4
2025,Fulton,Stratford,173800,8,821,Flood Control,11700,0,7500,1
2025,Fulton,Stratford,173800,8,931,State Owned Land (Forest Preserve) in the Adirondack or Catskill Parks Taxable under Section 532-a of the Real Property Tax Law,29173,0,18700,1
2025,Madison,"Oneida, Outside",251200,1,105,Agricultural Vacant Land (Productive),1248589,831446,886500,36
2025,Madison,"Oneida, Outside",251200,1,112,"Dairy Products: milk, butter and cheese",1552324,849673,1102150,8
2025,Madison,"Oneida, Outside",251200,1,113,"Cattle, Calves, Hogs",202817,144000,144000,1
2025,Madison,"Oneida, Outside",251200,1,120,Field Crops,203521,140636,144500,2
2025,Madison,"Oneida, Outside",251200,1,184,"Livestock: deer, moose, llamas, buffalo, etc.",328028,29400,232900,1
2025,Madison,"Oneida, Inside",251200,1,200,Residential,60845,43200,43200,1
2025,Madison,"Oneida, Inside",251200,1,210,One Family Year-Round Residence,300625098,208044375,213443820,1931
2025,Madison,"Oneida, Outside",251200,1,210,One Family Year-Round Residence,109453926,75349928,77712295,601
2025,Madison,"Oneida, Inside",251200,1,215,One Family Year-Round Residence with Accessory Apartment,2036620,1397720,1446000,9
2025,Madison,"Oneida, Outside",251200,1,215,One Family Year-Round Residence with Accessory Apartment,1490563,1044100,1058300,5
2025,Madison,"Oneida, Inside",251200,1,220,Two Family Year-Round Residence,39351830,27443827,27939800,328
2025,Madison,"Oneida, Outside",251200,1,220,Two Family Year-Round Residence,2654225,1884500,1884500,17
2025,Madison,"Oneida, Inside",251200,1,230,Three Family Year-Round Residence,7141973,5039405,5070800,54
2025,Madison,"Oneida, Outside",251200,1,230,Three Family Year-Round Residence,410845,291700,291700,2
2025,Madison,"Oneida, Inside",251200,1,240,Rural Residence with Acreage,140563,99800,99800,1
2025,Madison,"Oneida, Outside",251200,1,240,Rural Residence with Acreage,13451478,9148043,9550550,69
2025,Madison,"Oneida, Outside",251200,1,241,"Primarily residential, also used in agricultural production",552817,190227,392500,1
2025,Madison,"Oneida, Outside",251200,1,270,Mobile Home,396619,281600,281600,7
2025,Madison,"Oneida, Inside",251200,1,271,Multiple Mobile Homes,51268,36400,36400,1
2025,Madison,"Oneida, Inside",251200,1,280,Residential - Multi_Purpose/Multi-Structure,3058591,2168200,2171600,18
2025,Madison,"Oneida, Outside",251200,1,280,Residential - Multi_Purpose/Multi-Structure,2217185,1476508,1574200,9
2025,Madison,"Oneida, Outside",251200,1,281,Multiple Residences,137606,97700,97700,1
2025,Madison,"Oneida, Inside",251200,1,283,Residence with Incidental Commercial Use,719578,510900,510900,5
2025,Madison,"Oneida, Outside",251200,1,283,Residence with Incidental Commercial Use,1000844,710600,710600,5
2025,Madison,"Oneida, Inside",251200,1,300,Vacant Land,38169,27100,27100,2
2025,Madison,"Oneida, Outside",251200,1,300,Vacant Land,48423,34380,34380,3
2025,Madison,"Oneida, Inside",251200,1,310,Residential,9648,6850,6850,2
2025,Madison,"Oneida, Outside",251200,1,310,Residential,4507,3200,3200,1
2025,Madison,"Oneida, Inside",251200,1,311,Residential Vacant Land,1077678,765150,765150,136
2025,Madison,"Oneida, Outside",251200,1,311,Residential Vacant Land,141476,100450,100450,27
2025,Madison,"Oneida, Inside",251200,1,312,Residential Land Including a Small Improvement,270564,192100,192100,14
2025,Madison,"Oneida, Outside",251200,1,312,Residential Land Including a Small Improvement,953239,671658,676800,22
2025,Madison,"Oneida, Inside",251200,1,314,Rural Vacant Lots of 10 Acres or less,23576,16356,16740,6
2025,Madison,"Oneida, Outside",251200,1,314,Rural Vacant Lots of 10 Acres or less,1083343,736651,769178,128
2025,Madison,"Oneida, Inside",251200,1,321,Abandoned Agricultural Land,17606,12500,12500,3
2025,Madison,"Oneida, Outside",251200,1,321,Abandoned Agricultural Land,393664,260145,279500,15
2025,Madison,"Oneida, Inside",251200,1,322,Residential Vacant Land Over 10 Acres,7324,5200,5200,1
2025,Madison,"Oneida, Outside",251200,1,322,Residential Vacant Land Over 10 Acres,474506,333688,336900,27
2025,Madison,"Oneida, Inside",251200,1,323,Other Rural Vacant Lands,21690,14366,15400,4
2025,Madison,"Oneida, Outside",251200,1,323,Other Rural Vacant Lands,302761,214960,214960,27
2025,Madison,"Oneida, Inside",251200,1,330,Vacant Land Located in Commercial Areas,374646,266000,266000,37
2025,Madison,"Oneida, Outside",251200,1,330,Vacant Land Located in Commercial Areas,1002113,711500,711500,6
2025,Madison,"Oneida, Inside",251200,1,331,Commercial Vacant with minor improvements,378450,268700,268700,5
2025,Madison,"Oneida, Outside",251200,1,331,Commercial Vacant with minor improvements,1661832,201900,1179900,4
2025,Madison,"Oneida, Inside",251200,1,340,Vacant Land Located in Industrial Areas,77183,54800,54800,3
2025,Madison,"Oneida, Inside",251200,1,341,Industrial Vacant with minor improvements,23662,16800,16800,1
2025,Madison,"Oneida, Outside",251200,1,400,Commercial,2535,1800,1800,1
2025,Madison,"Oneida, Inside",251200,1,411,Apartments,17925354,12727000,12727000,83
2025,Madison,"Oneida, Outside",251200,1,411,Apartments,2489944,1767860,1767860,3
2025,Madison,"Oneida, Inside",251200,1,414,Hotel,477606,339100,339100,2
2025,Madison,"Oneida, Inside",251200,1,415,Motel,1690141,1200000,1200000,1
2025,Madison,"Oneida, Inside",251200,1,416,Mobile Home Parks,404507,287200,287200,1
2025,Madison,"Oneida, Inside",251200,1,418,"Inns, Lodges, Boarding Houses, Tourist Homes, Fraternity and Sorority Homes",91549,65000,65000,1
2025,Madison,"Oneida, Inside",251200,1,421,Restaurants,2796480,1971300,1985500,3
2025,Madison,"Oneida, Inside",251200,1,422,Diners and Luncheonettes,194085,137800,137800,2
2025,Madison,"Oneida, Inside",251200,1,425,Bar,412958,293200,293200,4
2025,Madison,"Oneida, Outside",251200,1,425,Bar,130986,93000,93000,1
2025,Madison,"Oneida, Inside",251200,1,426,Fast Food Franchises,5100000,3571000,3621000,8
2025,Madison,"Oneida, Inside",251200,1,430,Motor Vehicle Services,2105352,1494800,1494800,5
2025,Madison,"Oneida, Outside",251200,1,430,Motor Vehicle Services,86338,61300,61300,1
2025,Madison,"Oneida, Inside",251200,1,431,Auto Dealers - Sales and Service,674366,478800,478800,1
2025,Madison,"Oneida, Outside",251200,1,431,Auto Dealers - Sales and Service,12890423,9152200,9152200,8
2025,Madison,"Oneida, Inside",251200,1,433,"Auto Body, Tire Shops, Other Related Auto Sales",1150704,817000,817000,7
2025,Madison,"Oneida, Outside",251200,1,433,"Auto Body, Tire Shops, Other Related Auto Sales",397183,282000,282000,2
2025,Madison,"Oneida, Inside",251200,1,434,Automatic Car Wash,1147887,815000,815000,4
2025,Madison,"Oneida, Outside",251200,1,435,Manual Car Wash,267887,190200,190200,1
2025,Madison,"Oneida, Inside",251200,1,438,Parking Lot,441972,313800,313800,10
2025,Madison,"Oneida, Outside",251200,1,440,"Storage, Warehouse and Distribution Facilities",339859,241300,241300,1
2025,Madison,"Oneida, Inside",251200,1,441,Fuel Storage and Distribution Facilities,198451,140900,140900,1
2025,Madison,"Oneida, Inside",251200,1,446,Cold Storage Facilities,141972,100800,100800,1
2025,Madison,"Oneida, Outside",251200,1,446,Cold Storage Facilities,496338,352400,352400,1
2025,Madison,"Oneida, Inside",251200,1,449,"Other Storage, Warehouse and Distribution Facilities",3636170,2581680,2581680,16
2025,Madison,"Oneida, Outside",251200,1,449,"Other Storage, Warehouse and Distribution Facilities",313662,222700,222700,2
2025,Madison,"Oneida, Inside",251200,1,450,Retail Services,4968450,3372305,3527600,11
2025,Madison,"Oneida, Outside",251200,1,450,Retail Services,2230282,1583500,1583500,3
2025,Madison,"Oneida, Inside",251200,1,451,Regional Shopping Centers,8340387,5784935,5921675,1
2025,Madison,"Oneida, Outside",251200,1,451,Regional Shopping Centers,4775493,3390600,3390600,1
2025,Madison,"Oneida, Inside",251200,1,452,Area of Neighborhood Shopping Centers,5522535,3921000,3921000,2
2025,Madison,"Oneida, Outside",251200,1,452,Area of Neighborhood Shopping Centers,11581408,8222800,8222800,2
2025,Madison,"Oneida, Outside",251200,1,453,Large Retail Outlets,13732394,9428000,9750000,1
2025,Madison,"Oneida, Inside",251200,1,456,Medium Retail,266197,189000,189000,1
2025,Madison,"Oneida, Outside",251200,1,456,Medium Retail,790563,328700,561300,1
2025,Madison,"Oneida, Inside",251200,1,457,Small Retail,183943,128710,130600,2
2025,Madison,"Oneida, Inside",251200,1,461,Standard Bank/Single Occupant,2172254,1542300,1542300,2
2025,Madison,"Oneida, Outside",251200,1,461,Standard Bank/Single Occupant,473944,336500,336500,1
2025,Madison,"Oneida, Inside",251200,1,462,Drive-In Branch Bank,1667887,1184200,1184200,3
2025,Madison,"Oneida, Inside",251200,1,463,Bank Complex with Office Building,2386620,1694500,1694500,2
2025,Madison,"Oneida, Inside",251200,1,464,Office Building,2763662,1784975,1962200,3
2025,Madison,"Oneida, Outside",251200,1,464,Office Building,1521127,987300,1080000,1
2025,Madison,"Oneida, Inside",251200,1,465,Professional Building,8983606,5587065,6378360,9
2025,Madison,"Oneida, Outside",251200,1,465,Professional Building,1581550,1122900,1122900,3
2025,Madison,"Oneida, Inside",251200,1,470,Miscellaneous Services,187324,133000,133000,1
2025,Madison,"Oneida, Inside",251200,1,471,Funeral Homes,915493,650000,650000,4
2025,Madison,"Oneida, Inside",251200,1,472,"Dog Kennels, Veterinary Clinics",277465,197000,197000,1
2025,Madison,"Oneida, Outside",251200,1,472,"Dog Kennels, Veterinary Clinics",190141,135000,135000,1
2025,Madison,"Oneida, Inside",251200,1,480,Multiple Use or Multipurpose,472254,335300,335300,2
2025,Madison,"Oneida, Inside",251200,1,481,Downtown Row Type (with common wall),3883663,2737150,2757400,28
2025,Madison,"Oneida, Inside",251200,1,482,Downtown Row Type (detached),2360421,1673080,1675900,15
2025,Madison,"Oneida, Inside",251200,1,483,Converted Residence,3916199,2780500,2780500,22
2025,Madison,"Oneida, Outside",251200,1,483,Converted Residence,727324,516400,516400,4
2025,Madison,"Oneida, Inside",251200,1,484,One Story Small Structure,5567604,3922024,3952999,30
2025,Madison,"Oneida, Outside",251200,1,484,One Story Small Structure,1023099,711400,726400,7
2025,Madison,"Oneida, Inside",251200,1,485,One Story Small Structure - Multi occupant,739719,525200,525200,3
2025,Madison,"Oneida, Inside",251200,1,486,Minimart,1991549,1168560,1414000,3
2025,Madison,"Oneida, Inside",251200,1,515,"Radio, T.V. and Motion Picture Studios",202113,143500,143500,1
2025,Madison,"Oneida, Inside",251200,1,534,Social Organizations,400422,284300,284300,3
2025,Madison,"Oneida, Outside",251200,1,534,Social Organizations,52254,37100,37100,1
2025,Madison,"Oneida, Inside",251200,1,544,Health Spas,70423,50000,50000,1
2025,Madison,"Oneida, Outside",251200,1,552,Public Golf Courses,1123240,797500,797500,2
2025,Madison,"Oneida, Inside",251200,1,615,Other Educational Facilities,404225,287000,287000,1
2025,Madison,"Oneida, Inside",251200,1,642,All Other Health Facilities,867324,437405,615800,1
2025,Madison,"Oneida, Outside",251200,1,662,"Police and Fire Protection, Electrical Signal Equipment and Other Facilities for Fire, Police, Civil Defense, etc.",56338,40000,40000,1
2025,Madison,"Oneida, Inside",251200,1,710,Manufacturing and Processing,17793662,11850535,12633500,10
2025,Madison,"Oneida, Outside",251200,1,714,Light Industrial Manufacturing and Processing,1314648,933400,933400,1
2025,Madison,"Oneida, Outside",251200,1,720,Mining and Quarrying,778451,467731,552700,1
2025,Madison,"Oneida, Outside",251200,1,833,Radio,20986,14900,14900,1
2025,Madison,"Oneida, Outside",251200,5,860,Special Franchise Property,80255,56981,56981,1
2025,Madison,"Oneida, Inside",251200,5,861,Electric and Gas,9235144,6556952,6556952,1
2025,Madison,"Oneida, Outside",251200,5,861,Electric and Gas,7020367,4984460,4984460,3
2025,Madison,"Oneida, Inside",251200,5,866,Telephone,1012017,718532,718532,7
2025,Madison,"Oneida, Outside",251200,5,866,Telephone,744914,528888,528888,11
2025,Madison,"Oneida, Inside",251200,5,869,Television,163914,116379,116379,1
2025,Madison,"Oneida, Outside",251200,5,869,Television,932869,662337,662337,3
2025,Madison,"Oneida, Inside",251200,6,380,Public Utility Vacant Land,248731,176600,176600,14
2025,Madison,"Oneida, Outside",251200,6,380,Public Utility Vacant Land,223804,158900,158900,11
2025,Madison,"Oneida, Inside",251200,6,744,Petroleum Products,56052,39797,39797,1
2025,Madison,"Oneida, Outside",251200,6,744,Petroleum Products,121935,86574,86574,1
2025,Madison,"Oneida, Inside",251200,6,822,Water Supply,74583,52954,52954,1
2025,Madison,"Oneida, Inside",251200,6,831,Telephone Facility,457746,325000,325000,1
2025,Madison,"Oneida, Outside",251200,6,835,Community Antenna Television (CATV) Facility,423575,300738,300738,2
2025,Madison,"Oneida, Inside",251200,6,836,Telephone Outside Plant,160947,65709,114272,4
2025,Madison,"Oneida, Outside",251200,6,836,Telephone Outside Plant,277214,156830,196822,12
2025,Madison,"Oneida, Inside",251200,6,837,Cellular Telephone Towers,281972,200200,200200,2
2025,Madison,"Oneida, Outside",251200,6,837,Cellular Telephone Towers,203803,144700,144700,1
2025,Madison,"Oneida, Inside",251200,6,871,Electric and Gas Facilities,317465,225400,225400,1
2025,Madison,"Oneida, Inside",251200,6,872,Electric Substation,42113,29900,29900,1
2025,Madison,"Oneida, Inside",251200,6,873,Gas Measuring and Regulating Station,538527,382354,382354,5
2025,Madison,"Oneida, Outside",251200,6,873,Gas Measuring and Regulating Station,794863,564353,564353,2
2025,Madison,"Oneida, Inside",251200,6,882,Electric Transmission,29580,21002,21002,1
2025,Madison,"Oneida, Outside",251200,6,882,Electric Transmission,1500214,1065152,1065152,3
2025,Madison,"Oneida, Outside",251200,6,883,Gas Transmission,847622,601812,601812,4
2025,Madison,"Oneida, Inside",251200,6,884,Electric Distribution (Outside Plant Property),1221858,867519,867519,1
2025,Madison,"Oneida, Outside",251200,6,884,Electric Distribution (Outside Plant Property),1518830,1078369,1078369,5
2025,Madison,"Oneida, Inside",251200,6,885,Gas Distribution (Outside Plant Property),241658,171577,171577,1
2025,Madison,"Oneida, Outside",251200,6,885,Gas Distribution (Outside Plant Property),410003,291102,291102,1
2025,Madison,"Oneida, Inside",251200,7,842,Ceiling Railroad,1490176,1058025,1058025,6
2025,Madison,"Oneida, Outside",251200,7,842,Ceiling Railroad,1633738,1159954,1159954,1
2025,Madison,"Oneida, Outside",251200,8,105,Agricultural Vacant Land (Productive),721409,0,512200,10
2025,Madison,"Oneida, Outside",251200,8,112,"Dairy Products: milk, butter and cheese",406761,0,288800,2
2025,Madison,"Oneida, Outside",251200,8,170,Nursery and Greenhouse,19428868,0,13794496,1
2025,Madison,"Oneida, Inside",251200,8,210,One Family Year-Round Residence,2113662,0,1500700,10
2025,Madison,"Oneida, Outside",251200,8,210,One Family Year-Round Residence,1214505,0,862300,9
2025,Madison,"Oneida, Inside",251200,8,220,Two Family Year-Round Residence,277746,0,197200,1
2025,Madison,"Oneida, Outside",251200,8,240,Rural Residence with Acreage,105070,0,74600,1
2025,Madison,"Oneida, Outside",251200,8,280,Residential - Multi_Purpose/Multi-Structure,15131549,0,10743400,1
2025,Madison,"Oneida, Inside",251200,8,300,Vacant Land,884859,0,628250,1
2025,Madison,"Oneida, Inside",251200,8,311,Residential Vacant Land,572696,0,406600,171
2025,Madison,"Oneida, Outside",251200,8,311,Residential Vacant Land,423,0,300,1
2025,Madison,"Oneida, Inside",251200,8,312,Residential Land Including a Small Improvement,43240,0,30700,3
2025,Madison,"Oneida, Outside",251200,8,312,Residential Land Including a Small Improvement,51268,0,36400,2
2025,Madison,"Oneida, Inside",251200,8,314,Rural Vacant Lots of 10 Acres or less,111550,0,79200,14
2025,Madison,"Oneida, Outside",251200,8,314,Rural Vacant Lots of 10 Acres or less,350281,0,248700,26
2025,Madison,"Oneida, Inside",251200,8,321,Abandoned Agricultural Land,10282,0,7300,1
2025,Madison,"Oneida, Outside",251200,8,321,Abandoned Agricultural Land,4930,0,3500,1
2025,Madison,"Oneida, Inside",251200,8,322,Residential Vacant Land Over 10 Acres,14085,0,10000,1
2025,Madison,"Oneida, Outside",251200,8,322,Residential Vacant Land Over 10 Acres,91830,0,65200,6
2025,Madison,"Oneida, Inside",251200,8,323,Other Rural Vacant Lands,986,0,700,2
2025,Madison,"Oneida, Outside",251200,8,323,Other Rural Vacant Lands,93381,0,66300,6
2025,Madison,"Oneida, Inside",251200,8,330,Vacant Land Located in Commercial Areas,397043,0,281900,34
2025,Madison,"Oneida, Outside",251200,8,330,Vacant Land Located in Commercial Areas,383522,0,272300,5
2025,Madison,"Oneida, Outside",251200,8,331,Commercial Vacant with minor improvements,1496338,0,1062400,1
2025,Madison,"Oneida, Inside",251200,8,340,Vacant Land Located in Industrial Areas,85071,0,60400,2
